id,name,artist,url
ca66a76be52bfd4b29b6b7809fa589a5,Người Nào Đó,Addy Trần,https://www.nhaccuatui.com/bai-hat/nguoi-nao-do-addy-tran.LFjUpoBYueMR.html
6c0f149a73e2b9db44f9294cc7f569c2,Người Nào Đó Beat,Addy Trần,https://www.nhaccuatui.com/bai-hat/nguoi-nao-do-beat-addy-tran.M7wwyEJANVeF.html
e7cde48c660727074a9d905974706e41,Nói Dối Cả Thế Giới Vì Em,UNI5,https://www.nhaccuatui.com/bai-hat/noi-doi-ca-the-gioi-vi-em-uni5.FVxASfj2OQch.html
f72ce101d57e8aa1d6f30cce4523476e,Người Lạ Từng Yêu – Hãy Cứ Yêu Như Chưa Từng Yêu,Radio,https://www.nhaccuatui.com/bai-hat/nguoi-la-tung-yeu-hay-cu-yeu-nhu-chua-tung-yeu-radio.k89y0N68vTDi.html
8a00eb94d5103e18abbd03a87e613973,Hãy Yêu Như Chưa Từng Yêu,Lâm Chí Khanh,https://www.nhaccuatui.com/bai-hat/hay-yeu-nhu-chua-tung-yeu-lam-chi-khanh.sjMF3PFMdO.html
5ab94d4eff461aa468575db927aa5157,Yêu Một Người Mới,Huyền Minh Anh Thúy,https://www.nhaccuatui.com/bai-hat/yeu-mot-nguoi-moi-huyen-minh-anh-thuy.qw6JFiR1APyT.html
ad09265dd00eae55f89c9fef8682fe4a,Anh Tệ Thật,Jackie Thắng Nguyễn,https://www.nhaccuatui.com/bai-hat/anh-te-that-jackie-thang-nguyen.Mbpb9MwuE8Kv.html
3326c0ba9bf916eeee5eb75bd0a0d390,Đơn Phương Một Người,Jackie Thắng Nguyễn,https://www.nhaccuatui.com/bai-hat/don-phuong-mot-nguoi-jackie-thang-nguyen.Tpy1jjmDCqHs.html
2d1f3fb383098c11d842337eef38eb62,Càng Khó Càng Yêu,Bảo Thy,https://www.nhaccuatui.com/bai-hat/cang-kho-cang-yeu-bao-thy.UDypBtE5XxlP.html
5ac539b72ce963ac826680fcd4da1f2a,Càng Đậm Sâu Càng Đau,"Như Việt, ACV",https://www.nhaccuatui.com/bai-hat/cang-dam-sau-cang-dau-nhu-viet-ft-acv.dodcVuDFJoU9.html
1f88f5344386042e6d604c7a08f28557,Em Vẫn Hy Vọng,Miu Lê,https://www.nhaccuatui.com/bai-hat/em-van-hy-vong-miu-le.hXG0frOzQ1Ch.html
920bc0bc67bcb4c3836f1220bf9c93d5,Khóc Một Mình,Phan Yến Nhi,https://www.nhaccuatui.com/bai-hat/khoc-mot-minh-phan-yen-nhi.6Y5EuUG76UVC.html
961a93cc43d6e6081846078011aaf58f,Giọt Mưa Xa (Beat),"Phan Yến Nhi, Hồ Tuấn Phúc",https://www.nhaccuatui.com/bai-hat/giot-mua-xa-beat-phan-yen-nhi-ft-ho-tuan-phuc.FgsiDgj98jIy.html
ebafa401fab8b99f83402183eb1e50f2,Tình Vội Chia Ly,"Dương Hồng Loan, Duy Trường",https://www.nhaccuatui.com/bai-hat/tinh-voi-chia-ly-duong-hong-loan-ft-duy-truong.YrYMxWrWaJ73.html
44ce96294223b0052ee95b1f5eff29b9,Nỗi Nhớ Đầy Vơi,"Noo Phước Thịnh, Hồ Ngọc Hà",https://www.nhaccuatui.com/bai-hat/noi-nho-day-voi-noo-phuoc-thinh-ft-ho-ngoc-ha.6689P6VYgGLt.html
27360adb25e8496f38425ea487a3a794,Nói Với Người Tình,"Lê Sang, Dương Hồng Loan",https://www.nhaccuatui.com/bai-hat/noi-voi-nguoi-tinh-le-sang-ft-duong-hong-loan.OY7H8ECUD8bK.html
b0db0d46f1f2806e56b40947c99e0991,Cố Nhân,Tân Trần,https://www.nhaccuatui.com/bai-hat/co-nhan-tan-tran.qHCt1zmYpHhW.html
b0db0d46f1f2806e56b40947c99e0991,Cố Nhân,Tân Trần,https://www.nhaccuatui.com/bai-hat/co-nhan-tan-tran.4uwojKCJ9Hql.html
9d4bbf367ee849d50465d9aebbbb43b8,I Am Free,New Life Worship,https://www.nhaccuatui.com/bai-hat/i-am-free-new-life-worship.spUrfS5jM73U.html
9d4bbf367ee849d50465d9aebbbb43b8,I Am Free,Mariah Carey,https://www.nhaccuatui.com/bai-hat/i-am-free-mariah-carey.swI76e7m0ThS.html
9d4bbf367ee849d50465d9aebbbb43b8,I Am Free,Thảo Trang,https://www.nhaccuatui.com/bai-hat/i-am-free-thao-trang.LsksTyJjL44R.html
4ed26da57e0c41817bc219d7c1a8eff6,CHANT (Explicit),"Macklemore, Tones And I",https://www.nhaccuatui.com/bai-hat/chant-explicit-macklemore-ft-tones-and-i.4R6WFhW6UXMB.html
15376b43fa0760475159afb494a69f13,CHANT,"Macklemore, Tones And I",https://www.nhaccuatui.com/bai-hat/chant-macklemore-ft-tones-and-i.Jb3D7IqJIAyZ.html
6a00ebc34afaaf236f67f18dee53450f,Miracle Of Love (Remastered Version),Eurythmics,https://www.nhaccuatui.com/bai-hat/miracle-of-love-remastered-version-eurythmics.eg1fKnD2raeH.html
821401b378a4614fcd77a5295b2f3922,A Church Is Burning (Album Version),Paul Simon,https://www.nhaccuatui.com/bai-hat/a-church-is-burning-album-version-paul-simon.ty3dqmKDdNRe.html
545ce13b5a7b4df80cb0eabacd2df690,A Church Is Burning (Alternate Version),Paul Simon,https://www.nhaccuatui.com/bai-hat/a-church-is-burning-alternate-version-paul-simon.gEtdOX7chZgW.html
b70395798360bbb770035dbf6e68101f,Miracle,"Calvin Harris, Ellie Goulding",https://www.nhaccuatui.com/bai-hat/miracle-calvin-harris-ft-ellie-goulding.OyeYZ0nETCtY.html
76fbf0ccd7fcd64879c2ff2119dc15a4,Outside,"Calvin Harris, Ellie Goulding",https://www.nhaccuatui.com/bai-hat/outside-calvin-harris-ft-ellie-goulding.TgQRGn8AT34b.html
5fdce05694b60555df36e20eee8d109a,Salon,La Banda Algarete,https://www.nhaccuatui.com/bai-hat/salon-la-banda-algarete.EL9nrpV8433b.html
de8bee483fdfe4ca23099b9dec8f1a37,Ahí Viene Tolo (Feat. Naldo),La Banda Algarete,https://www.nhaccuatui.com/bai-hat/ahi-viene-tolo-feat-naldo-la-banda-algarete.v1cymr3SJkRO.html
8422c4776f1de5f13ceaa0c9b90d9402,12 Oupi (Classic),La Banda Algarete,https://www.nhaccuatui.com/bai-hat/12-oupi-classic-la-banda-algarete.W0kh7wafiWoQ.html
de864e2b96dba8090dd2d364f53f28fd,Cuento Breve,Natti Natasha,https://www.nhaccuatui.com/bai-hat/cuento-breve-natti-natasha.MDXTPiSMGK3W.html
688a9bae0c1b05923de9459f6b8df5a8,Hablando De Mí,Natti Natasha,https://www.nhaccuatui.com/bai-hat/hablando-de-mi-natti-natasha.UPqnZ2EQSi5e.html
c0b95099cd19aab579e5bc78c74cd0a9,Somebody Like You,"DVBBS, Saro",https://www.nhaccuatui.com/bai-hat/somebody-like-you-dvbbs-ft-saro.SuByRRkHcO3w.html
6b538ccef7cbf1aeee5517d202089bbd,I Like Me Better,Lauv,https://www.nhaccuatui.com/bai-hat/i-like-me-better-lauv.EEIDMQd8Be67.html
9cb07619784fb4a79711172c47213631,Send It (Remix 2019),V.A,https://www.nhaccuatui.com/bai-hat/send-it-remix-2019-va.uEGYlB8IPRgn.html
82236d64b1e9fd8e39e2fcd0253df56e,I Feel Like Dancing,Jason Mraz,https://www.nhaccuatui.com/bai-hat/i-feel-like-dancing-jason-mraz.OGpp8cFBCirK.html
39ce84594f85ce6650704416d6841178,The Remedy (I Won'T Worry) [live],Jason Mraz,https://www.nhaccuatui.com/bai-hat/the-remedy-i-wont-worry-live-jason-mraz.A0poWhLtnF3z.html
c84de8e29c1c67392bb6a2ac2bef0d23,Missin U,Usher,https://www.nhaccuatui.com/bai-hat/missin-u-usher.buRF3txXYU7i.html
d3ad4fd64302d55213b679fe6a3bf05f,Missin' U,Super Junior,https://www.nhaccuatui.com/bai-hat/missin-u-super-junior.btRbRtM64O.html
c84de8e29c1c67392bb6a2ac2bef0d23,Missin U,Calvin Harris,https://www.nhaccuatui.com/bai-hat/missin-u-calvin-harris.UjL08KKHyPcx.html
f89e96b990e5a2dae2cf50fd76623d62,Winter Wonderland / Don'T Worry Be Happy,"Pentatonix, Tori Kelly",https://www.nhaccuatui.com/bai-hat/winter-wonderland-dont-worry-be-happy-pentatonix-ft-tori-kelly.erfQ9HaiIdGx.html
f89e96b990e5a2dae2cf50fd76623d62,Winter Wonderland / Don'T Worry Be Happy,"Pentatonix, Tori Kelly",https://www.nhaccuatui.com/bai-hat/winter-wonderland-dont-worry-be-happy-pentatonix-ft-tori-kelly.uQpl6TEyJR1b.html
65a929c8a5ddda6d4cbecc758e6e1509,Moon Cycle,Đang Cập Nhật,https://www.nhaccuatui.com/bai-hat/moon-cycle-dang-cap-nhat.E7hjnFiQbzM1.html
65a929c8a5ddda6d4cbecc758e6e1509,Moon Cycle,Jude Davison,https://www.nhaccuatui.com/bai-hat/moon-cycle-jude-davison.mWz4aO6gcwQ5.html
9016f2a76ba7fc30e862b2cbbc67f4cd,Everlasting Moon Cycle,Oliver Scheffner,https://www.nhaccuatui.com/bai-hat/everlasting-moon-cycle-oliver-scheffner.ECPd3AMOkvTM.html
323cb9aa6b89b62e74894b8b479b7c0a,Womb,Melanie Martinez,https://www.nhaccuatui.com/bai-hat/womb-melanie-martinez.wdv9knAf8PGD.html
d1a2276cb6055f0a6d12ac4004352f0b,Evil,Melanie Martinez,https://www.nhaccuatui.com/bai-hat/evil-melanie-martinez.xKkhmFEXQmZa.html
b7c2a8d8135f87fdcf660fad95f695e0,Tedashii,"Lecrae, Dum Dum",https://www.nhaccuatui.com/bai-hat/tedashii-lecrae-ft-dum-dum.0eOCjSxiHoKF.html
54debd6e8d1ddf73602639dd8fdc8872,Ảo Ảnh,Dum Dum,https://www.nhaccuatui.com/bai-hat/ao-anh-dum-dum.Fr39PfMVs2Hm.html
bded653a6e08057f9baa4626896a6744,Take Care Of My Baby,Dum Dum Girls,https://www.nhaccuatui.com/bai-hat/take-care-of-my-baby-dum-dum-girls.ptkU38egnI.html
3ae22b27096d864eeec23d69a89e7823,Dum Dum (English Version),Jeff Satur,https://www.nhaccuatui.com/bai-hat/dum-dum-english-version-jeff-satur.W3aOcsnBelkO.html
0d2a968b89dd146c21b1ef627d6f8d10,Steal The Show,"SHAUN, Jeff Satur",https://www.nhaccuatui.com/bai-hat/steal-the-show-shaun-ft-jeff-satur.OpcezrwappUb.html
b5d3ab782cf443776ad2b39d1270d77a,Nếu Lúc Đó (Mdxi Rmx),tlinh,https://www.nhaccuatui.com/bai-hat/neu-luc-do-mdxi-rmx-tlinh.CbZw2v90Tueu.html
227770f6a18fee4b0c95958ac9fb0d1b,Nếu Lúc Đó,"Atic, NTD",https://www.nhaccuatui.com/bai-hat/neu-luc-do-atic-ft-ntd.BSSY7yiGxToK.html
2237807460d8e9297dd9ad4851f1444c,nếu lúc đó em không buông tay thì anh đã ổn hơn (MASHUP),"tlinh, RPT MCK",https://www.nhaccuatui.com/bai-hat/neu-luc-do-em-khong-buong-tay-thi-anh-da-on-hon-mashup-tlinh-ft-rpt-mck.3jtEfRenMwGM.html
4600e55bd103dff4a11b2bbd46c5bfb2,ghệ iu dấu của em ơi (vocals),"tlinh, 2pillz, WOKEUP",https://www.nhaccuatui.com/bai-hat/ghe-iu-dau-cua-em-oi-vocals-tlinh-ft-2pillz-ft-wokeup.YL7d4vO7IoQY.html
b7a2cca37e816d842d16537845505309,ghệ iu dấu của em ơi (instrumental),"tlinh, 2pillz, WOKEUP",https://www.nhaccuatui.com/bai-hat/ghe-iu-dau-cua-em-oi-instrumental-tlinh-ft-2pillz-ft-wokeup.HfR0QRjHO5NG.html
a2c79a90426d6b3630f4ac71c7927d81,Bật Tình Yêu Lên (Speed Up),"Hòa Minzy, Tăng Duy Tân",https://www.nhaccuatui.com/bai-hat/bat-tinh-yeu-len-speed-up-hoa-minzy-ft-tang-duy-tan.McgsNWwy6GT2.html
f195d4db7befba15467b58157894452b,Bật Tình Yêu Lên (Cukak Remix Instrumental),"Hòa Minzy, Tăng Duy Tân, Cukak",https://www.nhaccuatui.com/bai-hat/bat-tinh-yeu-len-cukak-remix-instrumental-hoa-minzy-ft-tang-duy-tan-ft-cukak.IvqCH4nqMZy5.html
8bbe777e6899f53078e2eec1b94c78e2,Bật Tình Yêu Lên (Cukak Remix),"Hòa Minzy, Tăng Duy Tân, Cukak",https://www.nhaccuatui.com/bai-hat/bat-tinh-yeu-len-cukak-remix-hoa-minzy-ft-tang-duy-tan-ft-cukak.sL2D8mNWerjN.html
26fee43d5e256b8a679d42f8dad2a87a,Tình Yêu Bất Tận,HKT,https://www.nhaccuatui.com/bai-hat/tinh-yeu-bat-tan-hkt.zLEkiXggi8E3.html
9af7d910c143a8ceb3d2fcfa354ee1a3,Nơi Tình Yêu Bắt Đầu,"Bằng Kiều, Lam Anh",https://www.nhaccuatui.com/bai-hat/noi-tinh-yeu-bat-dau-bang-kieu-ft-lam-anh.z9A0lONlrQs7.html
7485ee72257e2c1d30d4fb80036bfeac,Vượt Qua,Ưng Hoàng Phúc,https://www.nhaccuatui.com/bai-hat/vuot-qua-ung-hoang-phuc.FKFiMWPgXZ1o.html
ca296711f9b4fe299674b934e9752f83,Vẫn Mãi Trong Tim,"Ưng Đại Vệ, LK",https://www.nhaccuatui.com/bai-hat/van-mai-trong-tim-ung-dai-ve-ft-lk.ctOd0UG8SJdW.html
33ac14ec5896828b2a6bf840a8dd6df5,Thoáng Qua,"Ưng Đại Vệ, LK",https://www.nhaccuatui.com/bai-hat/thoang-qua-ung-dai-ve-ft-lk.bdVKdRuBXN.html
6b197644cb558b6479e2858f978c1ada,dỗi ít thôi ôm đê (ShenlongZ Remix),"Phúc Du, AMEE",https://www.nhaccuatui.com/bai-hat/doi-it-thoi-om-de-shenlongz-remix-phuc-du-ft-amee.9E0fuizURkYA.html
881dfe24f9abeeff14e49a8d8eb8a9bf,dỗi ít thôi ôm đê,"Phúc Du, AMEE",https://www.nhaccuatui.com/bai-hat/doi-it-thoi-om-de-phuc-du-ft-amee.lLTrUXjAXrud.html
72b87b8a63e41909da987e9e72621ed3,Em Đồng Ý (I Do) (English Version),"Đức Phúc, 911",https://www.nhaccuatui.com/bai-hat/em-dong-y-i-do-english-version-duc-phuc-ft-911.3LdhcFXNW5sF.html
2ad22abb1fc8dedf015ad0b6b49d94d2,Tôi Đồng Ý (I Do),Đinh Huy,https://www.nhaccuatui.com/bai-hat/toi-dong-y-i-do-dinh-huy.m2LLHL37VEq6.html
cec37d594ec04d55fdc5dca6f7b473b9,I Do,Jun Phạm,https://www.nhaccuatui.com/bai-hat/i-do-jun-pham.IavPKIkbdWZY.html
d4ef3ea5506a05ac95974b137b22f4ad,Anh đâu em đó (Y Vân) 2002,Shayla,https://www.nhaccuatui.com/bai-hat/anh-dau-em-do-y-van-2002-shayla.l0sUNjJdw0.html
e31c63bd32c5d7c3861655077048f0b4,Nơi Đó Có Em,Châu Khải Phong,https://www.nhaccuatui.com/bai-hat/noi-do-co-em-chau-khai-phong.kjtg4GbsnQ4C.html
742282e97974670f0e2510056601dc5e,Tình Lỡ Cách Xa,Minh Tuyết,https://www.nhaccuatui.com/bai-hat/tinh-lo-cach-xa-minh-tuyet.t6ThSjUpmeGY.html
23a20aa1eba222261aa9c3177893f3a7,Rồi Một Ngày Mình Nói Về Tình Yêu,Hồ Ngọc Hà,https://www.nhaccuatui.com/bai-hat/roi-mot-ngay-minh-noi-ve-tinh-yeu-ho-ngoc-ha.TzhUdzQb1FsQ.html
a55e7d8748a3f092c712e83104346ed3,Tình Yêu Ngủ Quên (Chill Version),"Hoàng Tôn, LyHan",https://www.nhaccuatui.com/bai-hat/tinh-yeu-ngu-quen-chill-version-hoang-ton-ft-lyhan.z5k1RIhZ3M4D.html
e6d5b8c93b1c5c698c198b48d857d738,ngủ một mình,"HIEUTHUHAI, Negav, Kewtiie",https://www.nhaccuatui.com/bai-hat/ngu-mot-minh-hieuthuhai-ft-negav-ft-kewtiie.ogXNZrXhDUgo.html
e7c8bc61fa4f4f28fdcce74822868dd1,vaicaunoicokhiennguoithaydoi (acoustic),GREY D,https://www.nhaccuatui.com/bai-hat/vaicaunoicokhiennguoithaydoi-acoustic-grey-d.WHGF4wqus1zk.html
ddacd738190a3c5de8ea81d6bebd0240,Vaicaunoicokhiennguoithaydoi,"GREY D, tlinh",https://www.nhaccuatui.com/bai-hat/vaicaunoicokhiennguoithaydoi-grey-d-ft-tlinh.YCNARQANn3qq.html
c30d53f76fda5cf614c141e4842d953a,Vaicaunoicokhiennguoithaydoi (Cover),Parys,https://www.nhaccuatui.com/bai-hat/vaicaunoicokhiennguoithaydoi-cover-parys.0tLR0nhqkNwj.html
70a5e2d526ca77328b2d3038a152ce1a,vaicaunoicokhiennguoithaydoi (storm version),"GREY D, tlinh, 2pillz",https://www.nhaccuatui.com/bai-hat/vaicaunoicokhiennguoithaydoi-storm-version-grey-d-ft-tlinh-ft-2pillz.NORoM1xa9eP0.html
fd54cdae647d4b9e8d6cf9240f1da91e,Vaicaunoicokhiennguoithaydoi (Speed Up Version),"GREY D, tlinh",https://www.nhaccuatui.com/bai-hat/vaicaunoicokhiennguoithaydoi-speed-up-version-grey-d-ft-tlinh.SLO17xBboIzg.html
6adec0954c7e5e386a2165432f69ff87,Don't Côi (Remake By Nmọcc),"RPT Orijinn, Ronboogz",https://www.nhaccuatui.com/bai-hat/dont-coi-remake-by-nmocc-rpt-orijinn-ft-ronboogz.VgZLmu18VhG8.html
9b5e9ee6390c2aef5f6b79c737df9932,Don't Côi Ver 2 (Anhvu x Yang Remix),"RPT Orijinn, Ronboogz, Nmọc",https://www.nhaccuatui.com/bai-hat/dont-coi-ver-2-anhvu-x-yang-remix-rpt-orijinn-ft-ronboogz-ft-nmoc.0KxHRLkaY8bY.html
ea19f60c021d12fc62ba512d2c5bb15e,Please Don't Go,Joel Adams,https://www.nhaccuatui.com/bai-hat/please-dont-go-joel-adams.9BCZLOwOjVwC.html
5f8f5a94a01b9f51cbd94b326dc91150,Don't Break My Heart,Binz,https://www.nhaccuatui.com/bai-hat/dont-break-my-heart-binz.9BWraaGW0wzI.html
4ab872ed8f4835d519258defac3d6356,Don't Leave,T-ara,https://www.nhaccuatui.com/bai-hat/dont-leave-t-ara.aaQ85bh20LSw.html
4bc0f32155fe0339e2dc61629467c960,Vì Anh Đâu Có Biết (Solo Version),Madihu,https://www.nhaccuatui.com/bai-hat/vi-anh-dau-co-biet-solo-version-madihu.pEBa7P6imgr0.html
41f51899e469041bdcf44f9a229c3e6c,Vì Anh Đâu Có Biết,Thảo Chi,https://www.nhaccuatui.com/bai-hat/vi-anh-dau-co-biet-thao-chi.FzfTf6lgTo.html
41f51899e469041bdcf44f9a229c3e6c,Vì Anh Đâu Có Biết,Thảo Chi,https://www.nhaccuatui.com/bai-hat/vi-anh-dau-co-biet-thao-chi.iwtmJYkpiI1p.html
ae939cda3c389a22951ce8233e4a4c46,Người Mai Dịch Cô Đơn,"Madihu, Vũ, Trang",https://www.nhaccuatui.com/bai-hat/nguoi-mai-dich-co-don-madihu-ft-vu-ft-trang.XgVitI95zKMe.html
d1bca8473b4141611e8b8db9d71ef732,Hai Người Xa,"Madihu, Vũ, Ngân Hà",https://www.nhaccuatui.com/bai-hat/hai-nguoi-xa-madihu-ft-vu-ft-ngan-ha.hACHWRxEUr7d.html
74161505f95cb69dce9edbcdbfb3b099,Chuyện Đôi Ta (Lofi Mix),"Emcee L, Muộii",https://www.nhaccuatui.com/bai-hat/chuyen-doi-ta-lofi-mix-emcee-l-ft-muoii.jy4vd9rmkMPZ.html
0fff6e15a1cf335be955ad3aece559c8,Chuyện Đời Ta,Vũ Khanh,https://www.nhaccuatui.com/bai-hat/chuyen-doi-ta-vu-khanh.dddpfttiiFmT.html
